OrderID,InventoryID,SupplierID,SupplyID,WarehouseID,Quantity,UnitPrice,TotalInvoice,OrderDate,Unscheduled,Priority,DeliveryDate,LateDelivery,ExpectedDeliveryDate
1026,30,4,5,2,1,278.98,278.98,2024-06-09,0,7,2024-06-27,0,2024-07-02
1027,30,6,5,2,1,278.98,278.98,2024-06-21,0,6,2024-06-28,0,2024-07-07
1028,30,4,5,2,1,278.98,278.98,2024-06-26,0,8,,0,2024-07-19
1029,30,1,5,2,2,278.98,557.96,2024-06-15,0,1,2024-07-01,0,2024-07-01
1030,30,8,5,2,1,278.98,278.98,2024-06-18,0,8,2024-06-24,0,2024-07-04
1031,30,1,5,2,2,278.98,557.96,2024-06-29,0,7,,0,2024-07-15
1032,30,6,5,2,2,278.98,557.96,2024-06-15,1,8,,1,2024-07-01
1033,30,1,5,2,1,278.98,278.98,2024-06-25,0,8,2024-07-05,0,2024-07-11
1034,30,4,5,2,1,278.98,278.98,2024-06-28,0,8,2024-07-05,0,2024-07-21
1035,30,4,5,2,4,278.98,1115.92,2024-06-21,0,1,2024-06-27,0,2024-07-14
1036,30,1,5,2,1,278.98,278.98,2024-06-11,0,8,2024-06-26,0,2024-06-27
1037,30,4,5,2,1,278.98,278.98,2024-06-24,0,2,,0,2024-07-17
1038,30,6,5,2,6,278.98,1673.88,2024-06-21,0,8,2024-07-03,0,2024-07-07
1039,30,4,5,2,1,278.98,278.98,2024-06-17,0,2,2024-06-23,0,2024-07-10
1040,30,1,5,2,2,278.98,557.96,2024-06-12,0,2,,1,2024-06-28
1041,30,4,5,2,2,278.98,557.96,2024-06-10,1,7,2024-07-04,1,2024-07-03
1042,30,1,5,2,1,278.98,278.98,2024-06-14,0,6,2024-06-18,0,2024-06-30
1043,30,6,5,2,2,278.98,557.96,2024-06-13,0,8,2024-06-26,0,2024-06-29
1044,30,8,5,2,1,278.98,278.98,2024-06-30,0,7,,0,2024-07-16
1045,30,8,5,2,5,278.98,1394.9,2024-07-04,0,6,,0,2024-07-20
1046,30,8,5,2,4,278.98,1115.92,2024-06-16,0,6,2024-06-28,0,2024-07-02
1047,30,4,5,2,3,278.98,836.94,2024-06-09,1,7,2024-07-01,0,2024-07-02
1048,30,4,5,2,2,278.98,557.96,2024-06-28,0,7,,0,2024-07-21
1049,30,1,5,2,1,278.98,278.98,2024-06-28,0,7,,0,2024-07-14
1050,30,4,5,2,1,278.98,278.98,2024-06-23,0,8,2024-07-04,0,2024-07-16
1051,30,4,5,2,1,278.98,278.98,2024-06-21,0,8,,0,2024-07-14
1052,30,6,5,2,4,278.98,1115.92,2024-06-10,0,8,2024-06-20,0,2024-06-26
1053,30,8,5,2,3,278.98,836.94,2024-06-21,0,8,2024-07-04,0,2024-07-07
1054,30,6,5,2,1,278.98,278.98,2024-06-18,0,8,2024-06-30,0,2024-07-04
1055,30,6,5,2,4,278.98,1115.92,2024-06-25,1,8,,0,2024-07-11
1056,30,4,5,2,2,278.98,557.96,2024-06-21,0,6,,0,2024-07-14
1057,30,1,5,2,1,278.98,278.98,2024-06-05,0,8,2024-06-21,0,2024-06-21
1058,30,6,5,2,1,278.98,278.98,2024-06-28,0,8,,0,2024-07-14
1059,30,4,5,2,1,278.98,278.98,2024-06-24,1,7,,0,2024-07-17
1060,30,6,5,2,1,278.98,278.98,2024-06-11,0,4,2024-07-01,1,2024-06-27
1061,30,4,5,2,2,278.98,557.96,2024-07-03,0,8,,0,2024-07-26
1062,30,4,5,2,2,278.98,557.96,2024-06-25,1,4,2024-07-03,0,2024-07-18
1063,30,8,5,2,8,278.98,2231.84,2024-06-25,1,7,,0,2024-07-11
1064,31,1,5,3,2,278.98,557.96,2024-06-08,0,2,2024-06-18,0,2024-06-23
1065,31,1,5,3,1,278.98,278.98,2024-07-03,0,8,,0,2024-07-18
1066,31,1,5,3,1,278.98,278.98,2024-06-06,0,3,2024-06-23,1,2024-06-21
1067,31,1,5,3,3,278.98,836.94,2024-06-08,0,1,2024-06-16,0,2024-06-23
1068,31,8,5,3,1,278.98,278.98,2024-06-14,0,2,2024-06-28,0,2024-07-02
1069,31,8,5,3,1,278.98,278.98,2024-06-06,0,2,2024-06-19,0,2024-06-24
1070,31,8,5,3,1,278.98,278.98,2024-06-14,0,2,2024-06-24,0,2024-07-02
1071,31,1,5,3,1,278.98,278.98,2024-06-26,0,1,,0,2024-07-11
1072,31,4,5,3,1,278.98,278.98,2024-06-19,1,2,2024-06-27,0,2024-07-07
1073,31,6,5,3,2,278.98,557.96,2024-06-22,0,2,2024-07-04,0,2024-07-06
1074,31,4,5,3,2,278.98,557.96,2024-06-26,0,8,,0,2024-07-14
1075,31,6,5,3,1,278.98,278.98,2024-06-25,0,8,2024-07-02,0,2024-07-09
1076,31,4,5,3,1,278.98,278.98,2024-06-05,0,2,2024-06-22,0,2024-06-23
1077,31,6,5,3,1,278.98,278.98,2024-06-17,0,7,2024-07-01,0,2024-07-01
1078,31,8,5,3,1,278.98,278.98,2024-06-11,1,4,2024-07-04,1,2024-06-29
1079,31,6,5,3,1,278.98,278.98,2024-07-04,1,2,,0,2024-07-18
1080,31,1,5,3,1,278.98,278.98,2024-06-19,0,4,2024-07-01,0,2024-07-04
1081,31,6,5,3,1,278.98,278.98,2024-06-05,0,1,2024-06-11,0,2024-06-19
1082,31,6,5,3,1,278.98,278.98,2024-06-15,0,1,2024-06-25,0,2024-06-29
1083,31,8,5,3,2,278.98,557.96,2024-06-18,0,2,2024-06-25,0,2024-07-06
1084,31,4,5,3,2,278.98,557.96,2024-06-18,0,2,2024-06-30,0,2024-07-06
1085,31,4,5,3,1,278.98,278.98,2024-07-02,0,2,,0,2024-07-20
1086,31,4,5,3,1,278.98,278.98,2024-06-15,0,2,,1,2024-07-03
1087,31,1,5,3,1,278.98,278.98,2024-07-02,0,3,,0,2024-07-17
1088,31,4,5,3,4,278.98,1115.92,2024-06-05,1,7,,1,2024-06-23
1089,31,8,5,3,1,278.98,278.98,2024-06-28,0,1,,0,2024-07-16
1090,31,8,5,3,1,278.98,278.98,2024-06-30,0,2,,0,2024-07-18
1091,31,6,5,3,1,278.98,278.98,2024-06-08,0,5,2024-06-18,0,2024-06-22
1092,31,6,5,3,1,278.98,278.98,2024-06-20,0,3,,1,2024-07-04
1093,31,8,5,3,1,278.98,278.98,2024-06-14,0,7,2024-06-25,0,2024-07-02
1094,31,6,5,3,1,278.98,278.98,2024-07-01,1,1,,0,2024-07-15
1095,31,4,5,3,1,278.98,278.98,2024-06-08,0,2,2024-06-27,1,2024-06-26
1096,31,1,5,3,4,278.98,1115.92,2024-06-08,0,2,2024-06-18,0,2024-06-23
1097,31,4,5,3,1,278.98,278.98,2024-06-27,1,2,,0,2024-07-15
1098,31,6,5,3,2,278.98,557.96,2024-06-20,1,1,2024-07-03,0,2024-07-04
1099,31,6,5,3,1,278.98,278.98,2024-07-01,0,2,,0,2024-07-15
1100,31,4,5,3,1,278.98,278.98,2024-06-06,0,4,,1,2024-06-24
1101,31,4,5,3,1,278.98,278.98,2024-06-07,0,6,2024-06-20,0,2024-06-25
1102,31,1,5,3,2,278.98,557.96,2024-07-01,0,3,,0,2024-07-16
1103,31,4,5,3,2,278.98,557.96,2024-06-08,0,3,2024-06-22,0,2024-06-26
1104,31,8,5,3,1,278.98,278.98,2024-06-26,0,1,,0,2024-07-14
1105,31,6,5,3,1,278.98,278.98,2024-06-07,0,7,2024-06-15,0,2024-06-21
1106,31,8,5,3,1,278.98,278.98,2024-06-21,0,3,2024-06-30,0,2024-07-09
1107,31,8,5,3,1,278.98,278.98,2024-07-02,0,1,,0,2024-07-20
1108,31,1,5,3,1,278.98,278.98,2024-06-27,0,2,,0,2024-07-12
1109,31,8,5,3,1,278.98,278.98,2024-06-17,0,1,,1,2024-07-05
1110,31,1,5,3,1,278.98,278.98,2024-06-26,0,3,,0,2024-07-11
1111,31,8,5,3,1,278.98,278.98,2024-06-10,0,2,2024-06-21,0,2024-06-28
1112,31,6,5,3,1,278.98,278.98,2024-06-20,0,2,,1,2024-07-04
1113,31,1,5,3,1,278.98,278.98,2024-06-30,0,2,,0,2024-07-15
1114,31,4,5,3,1,278.98,278.98,2024-06-08,0,1,,1,2024-06-26
1115,31,4,5,3,1,278.98,278.98,2024-07-03,0,4,,0,2024-07-21
1116,31,8,5,3,1,278.98,278.98,2024-06-13,0,2,2024-06-29,0,2024-07-01
1117,31,4,5,3,1,278.98,278.98,2024-06-27,0,8,,0,2024-07-15
1118,31,4,5,3,2,278.98,557.96,2024-06-21,0,4,2024-06-29,0,2024-07-09
1119,31,4,5,3,2,278.98,557.96,2024-06-17,0,2,,1,2024-07-05
1120,31,4,5,3,1,278.98,278.98,2024-06-30,0,1,,0,2024-07-18
1121,31,1,5,3,1,278.98,278.98,2024-06-09,0,2,2024-06-18,0,2024-06-24
1122,32,4,5,4,1,278.98,278.98,2024-06-09,1,2,,1,2024-06-23
1123,32,8,5,4,1,278.98,278.98,2024-06-16,1,1,,1,2024-07-04
1124,32,6,5,4,1,278.98,278.98,2024-06-15,0,1,2024-07-04,1,2024-07-03
1125,32,1,5,4,1,278.98,278.98,2024-06-27,1,4,,0,2024-07-11
1126,32,1,5,4,1,278.98,278.98,2024-06-29,0,2,,0,2024-07-13
1127,32,6,5,4,1,278.98,278.98,2024-06-26,0,1,2024-07-04,0,2024-07-14
1128,32,6,5,4,1,278.98,278.98,2024-06-10,0,3,2024-06-26,0,2024-06-28
1129,32,1,5,4,1,278.98,278.98,2024-06-26,0,3,,0,2024-07-10
1130,32,6,5,4,1,278.98,278.98,2024-06-16,0,3,2024-06-21,0,2024-07-04
1131,32,6,5,4,1,278.98,278.98,2024-06-05,0,4,2024-06-16,0,2024-06-23
1132,32,1,5,4,1,278.98,278.98,2024-06-16,0,7,2024-06-24,0,2024-06-30
1133,32,8,5,4,1,278.98,278.98,2024-06-17,0,1,2024-06-25,0,2024-07-05
1134,32,6,5,4,1,278.98,278.98,2024-06-09,0,8,2024-06-22,0,2024-06-27
1135,32,4,5,4,1,278.98,278.98,2024-07-01,1,2,,0,2024-07-15
1136,32,8,5,4,1,278.98,278.98,2024-06-11,0,1,2024-06-22,0,2024-06-29
1137,32,1,5,4,1,278.98,278.98,2024-06-21,0,2,2024-06-29,0,2024-07-05
1138,32,4,5,4,2,278.98,557.96,2024-06-12,0,7,2024-06-20,0,2024-06-26
1139,32,6,5,4,1,278.98,278.98,2024-06-24,1,7,,0,2024-07-12
1140,32,4,5,4,1,278.98,278.98,2024-06-29,0,8,,0,2024-07-13
1141,32,1,5,4,1,278.98,278.98,2024-06-17,0,2,2024-07-01,0,2024-07-01
1142,32,4,5,4,1,278.98,278.98,2024-06-30,0,7,,0,2024-07-14
1143,32,1,5,4,1,278.98,278.98,2024-06-14,0,2,,1,2024-06-28
1144,32,6,5,4,1,278.98,278.98,2024-06-19,0,2,2024-07-04,0,2024-07-07
1145,32,4,5,4,1,278.98,278.98,2024-07-04,0,8,,0,2024-07-18
1146,32,4,5,4,1,278.98,278.98,2024-06-17,1,2,,1,2024-07-01
1147,32,6,5,4,1,278.98,278.98,2024-06-05,0,2,2024-06-22,0,2024-06-23
1148,32,8,5,4,1,278.98,278.98,2024-06-05,0,1,,1,2024-06-23
1149,32,4,5,4,1,278.98,278.98,2024-06-24,0,2,,0,2024-07-08
1150,32,1,5,4,1,278.98,278.98,2024-06-23,0,2,,0,2024-07-07
1151,32,4,5,4,1,278.98,278.98,2024-06-29,1,7,,0,2024-07-13
1152,32,4,5,4,1,278.98,278.98,2024-06-14,0,2,,1,2024-06-28
1153,32,8,5,4,1,278.98,278.98,2024-06-13,0,8,2024-07-04,1,2024-07-01
1154,32,4,5,4,1,278.98,278.98,2024-07-02,0,1,,0,2024-07-16
1155,32,1,5,4,1,278.98,278.98,2024-06-22,0,2,,0,2024-07-06
1156,32,4,5,4,1,278.98,278.98,2024-07-02,0,3,,0,2024-07-16
1157,32,8,5,4,1,278.98,278.98,2024-06-09,0,2,2024-06-20,0,2024-06-27
1158,32,8,5,4,1,278.98,278.98,2024-07-04,0,1,,0,2024-07-22
1159,32,6,5,4,1,278.98,278.98,2024-06-25,0,2,,0,2024-07-13
1160,32,8,5,4,1,278.98,278.98,2024-06-14,0,6,2024-06-19,0,2024-07-02
1161,32,8,5,4,1,278.98,278.98,2024-06-18,0,4,2024-06-21,0,2024-07-06
1162,32,1,5,4,1,278.98,278.98,2024-06-12,0,1,,1,2024-06-26
1163,32,8,5,4,1,278.98,278.98,2024-06-05,0,1,2024-06-16,0,2024-06-23
1164,32,1,5,4,2,278.98,557.96,2024-06-20,0,2,2024-07-04,0,2024-07-04
1165,32,1,5,4,2,278.98,557.96,2024-06-26,0,2,,0,2024-07-10
1166,32,1,5,4,1,278.98,278.98,2024-06-19,0,2,2024-07-01,0,2024-07-03
1167,32,6,5,4,1,278.98,278.98,2024-06-22,0,2,,0,2024-07-10
1168,32,8,5,4,1,278.98,278.98,2024-06-07,0,7,2024-06-25,0,2024-06-25
1169,32,1,5,4,1,278.98,278.98,2024-06-13,0,1,,1,2024-06-27
1170,32,6,5,4,1,278.98,278.98,2024-07-03,0,7,,0,2024-07-21
1171,32,8,5,4,1,278.98,278.98,2024-06-11,0,2,2024-06-21,0,2024-06-29
1172,32,8,5,4,1,278.98,278.98,2024-07-03,0,6,,0,2024-07-21
1173,32,1,5,4,1,278.98,278.98,2024-06-10,0,2,,1,2024-06-24
1174,32,1,5,4,1,278.98,278.98,2024-06-10,0,2,2024-06-20,0,2024-06-24
1175,32,4,5,4,1,278.98,278.98,2024-06-14,0,3,2024-06-20,0,2024-06-28
1176,32,4,5,4,2,278.98,557.96,2024-06-07,1,3,,1,2024-06-21
1177,32,4,5,4,1,278.98,278.98,2024-06-15,0,2,2024-07-01,1,2024-06-29
1178,32,6,5,4,1,278.98,278.98,2024-06-29,0,3,,0,2024-07-17
1179,32,4,5,4,1,278.98,278.98,2024-06-18,0,8,2024-06-23,0,2024-07-02
1180,32,4,5,4,1,278.98,278.98,2024-06-30,0,2,,0,2024-07-14
1181,32,4,5,4,1,278.98,278.98,2024-06-16,0,2,,1,2024-06-30
1182,32,1,5,4,1,278.98,278.98,2024-06-20,1,2,,1,2024-07-04
1183,32,4,5,4,1,278.98,278.98,2024-06-16,0,3,2024-06-24,0,2024-06-30
1184,32,8,5,4,1,278.98,278.98,2024-06-26,0,2,,0,2024-07-14
1185,32,1,5,4,1,278.98,278.98,2024-06-26,0,6,2024-07-03,0,2024-07-10
1186,32,4,5,4,1,278.98,278.98,2024-06-13,0,2,2024-06-24,0,2024-06-27
1187,32,4,5,4,2,278.98,557.96,2024-06-30,0,3,,0,2024-07-14
1188,32,8,5,4,1,278.98,278.98,2024-06-07,1,1,2024-06-18,0,2024-06-25
1189,32,8,5,4,1,278.98,278.98,2024-07-04,0,5,,0,2024-07-22
1190,32,8,5,4,1,278.98,278.98,2024-07-01,0,1,,0,2024-07-19
1191,32,8,5,4,1,278.98,278.98,2024-06-25,0,1,2024-06-29,0,2024-07-13
1192,32,8,5,4,1,278.98,278.98,2024-06-10,0,6,2024-06-19,0,2024-06-28
1193,33,6,5,5,1,278.98,278.98,2024-06-05,0,7,2024-06-11,0,2024-06-26
1194,33,8,5,5,3,278.98,836.94,2024-06-21,1,3,,0,2024-09-29
1195,33,6,5,5,4,278.98,1115.92,2024-06-10,1,6,2024-07-02,1,2024-07-01
1196,33,8,5,5,1,278.98,278.98,2024-07-02,0,2,,0,2024-10-10
1197,33,6,5,5,36,278.98,10043.28,2024-06-26,0,1,,0,2024-07-17
1198,33,1,5,5,8,278.98,2231.84,2024-06-10,0,2,2024-06-23,0,2024-06-24
1199,33,1,5,5,1,278.98,278.98,2024-06-22,0,7,2024-07-05,0,2024-07-06
1200,33,1,5,5,3,278.98,836.94,2024-06-05,0,1,2024-06-19,0,2024-06-19
1201,34,1,5,6,3,278.98,836.94,2024-06-14,0,7,,0,2024-07-07
1202,34,1,5,6,2,278.98,557.96,2024-06-09,0,2,,1,2024-07-02
1203,34,8,5,6,4,278.98,1115.92,2024-06-10,0,2,2024-06-23,0,2024-06-24
1204,34,6,5,6,1,278.98,278.98,2024-06-28,0,2,,0,2024-07-14
1205,34,1,5,6,2,278.98,557.96,2024-06-28,0,2,,0,2024-07-21
1206,34,6,5,6,1,278.98,278.98,2024-06-24,0,2,,0,2024-07-10
1207,34,6,5,6,1,278.98,278.98,2024-06-07,0,2,2024-06-19,0,2024-06-23
1208,34,8,5,6,8,278.98,2231.84,2024-06-26,1,6,,0,2024-07-10
1209,34,8,5,6,1,278.98,278.98,2024-06-21,0,2,2024-07-03,0,2024-07-05
1210,34,1,5,6,1,278.98,278.98,2024-06-30,0,2,,0,2024-07-23
1211,34,6,5,6,4,278.98,1115.92,2024-06-20,0,6,2024-06-28,0,2024-07-06
1212,34,4,5,6,3,278.98,836.94,2024-07-01,0,2,,0,2024-07-27
1213,34,6,5,6,2,278.98,557.96,2024-06-17,1,8,,1,2024-07-03
1214,34,4,5,6,1,278.98,278.98,2024-06-11,1,1,,0,2024-07-07
1215,34,4,5,6,9,278.98,2510.82,2024-07-04,0,7,,0,2024-07-30
1216,34,6,5,6,2,278.98,557.96,2024-06-14,0,2,2024-07-02,1,2024-06-30
1217,34,4,5,6,1,278.98,278.98,2024-06-15,0,2,2024-06-28,0,2024-07-11
1218,34,1,5,6,1,278.98,278.98,2024-06-18,0,1,2024-07-03,0,2024-07-11
1219,34,4,5,6,1,278.98,278.98,2024-06-10,1,7,2024-06-26,0,2024-07-06
1220,34,8,5,6,1,278.98,278.98,2024-06-17,0,4,2024-06-27,0,2024-07-01
1221,34,8,5,6,2,278.98,557.96,2024-06-14,0,3,2024-06-22,0,2024-06-28
1222,34,1,5,6,3,278.98,836.94,2024-06-27,0,1,,0,2024-07-20
1223,34,8,5,6,2,278.98,557.96,2024-06-05,0,2,2024-06-17,0,2024-06-19
1224,34,4,5,6,2,278.98,557.96,2024-06-27,0,2,,0,2024-07-23
1225,34,1,5,6,2,278.98,557.96,2024-06-18,1,7,2024-06-30,0,2024-07-11
1226,34,4,5,6,1,278.98,278.98,2024-06-06,0,1,2024-06-13,0,2024-07-02
1227,34,6,5,6,3,278.98,836.94,2024-06-26,0,2,2024-06-30,0,2024-07-12
1228,34,4,5,6,1,278.98,278.98,2024-06-30,0,2,,0,2024-07-26
1229,34,8,5,6,2,278.98,557.96,2024-06-30,0,2,,0,2024-07-14
1230,34,1,5,6,5,278.98,1394.9,2024-06-06,1,5,2024-06-29,0,2024-06-29
1231,34,8,5,6,7,278.98,1952.86,2024-07-03,0,2,,0,2024-07-17
1232,34,6,5,6,2,278.98,557.96,2024-06-21,0,6,2024-07-05,0,2024-07-07
1233,34,4,5,6,4,278.98,1115.92,2024-06-05,1,3,2024-07-04,1,2024-07-01
1234,34,6,5,6,3,278.98,836.94,2024-06-06,0,7,2024-06-12,0,2024-06-22
1235,34,8,5,6,1,278.98,278.98,2024-07-01,0,3,,0,2024-07-15
1236,34,8,5,6,3,278.98,836.94,2024-06-07,0,1,2024-06-15,0,2024-06-21
1237,34,1,5,6,2,278.98,557.96,2024-06-10,1,6,2024-07-01,0,2024-07-03
1238,34,4,5,6,3,278.98,836.94,2024-06-21,1,8,,0,2024-07-17
1239,34,6,5,6,2,278.98,557.96,2024-06-29,1,3,2024-07-05,0,2024-07-15
1240,34,8,5,6,2,278.98,557.96,2024-06-19,0,4,2024-07-03,0,2024-07-03
1241,34,8,5,6,4,278.98,1115.92,2024-06-07,0,2,2024-06-18,0,2024-06-21
1242,35,1,5,7,1,278.98,278.98,2024-06-16,0,2,,1,2024-06-28
1243,35,4,5,7,1,278.98,278.98,2024-06-13,0,8,2024-06-23,0,2024-06-26
1244,35,8,5,7,1,278.98,278.98,2024-07-01,0,2,,0,2024-07-19
1245,35,6,5,7,3,278.98,836.94,2024-06-18,0,2,2024-06-30,0,2024-07-05
1246,35,4,5,7,2,278.98,557.96,2024-06-19,0,3,,1,2024-07-02
1247,35,8,5,7,1,278.98,278.98,2024-06-22,0,1,,0,2024-07-10
1248,35,6,5,7,2,278.98,557.96,2024-06-20,0,4,,0,2024-07-07
1249,35,8,5,7,3,278.98,836.94,2024-06-16,1,2,2024-06-27,0,2024-07-04
1250,35,6,5,7,1,278.98,278.98,2024-06-16,0,7,2024-06-26,0,2024-07-03
1251,35,8,5,7,1,278.98,278.98,2024-06-13,0,2,,1,2024-07-01
1252,35,4,5,7,1,278.98,278.98,2024-06-26,0,1,,0,2024-07-09
1253,35,8,5,7,2,278.98,557.96,2024-06-09,0,2,2024-06-16,0,2024-06-27
1254,35,1,5,7,1,278.98,278.98,2024-06-22,0,1,2024-07-03,0,2024-07-04
1255,35,1,5,7,3,278.98,836.94,2024-06-10,1,3,2024-06-21,0,2024-06-22
1256,35,4,5,7,1,278.98,278.98,2024-06-18,1,5,,1,2024-07-01
1257,35,6,5,7,1,278.98,278.98,2024-06-16,0,7,2024-07-02,0,2024-07-03
1258,35,6,5,7,2,278.98,557.96,2024-06-15,0,8,2024-06-22,0,2024-07-02
1259,35,6,5,7,1,278.98,278.98,2024-06-11,0,7,2024-06-25,0,2024-06-28
1260,35,6,5,7,1,278.98,278.98,2024-06-11,0,7,,1,2024-06-28
1261,35,4,5,7,2,278.98,557.96,2024-07-03,0,3,,0,2024-07-16
1262,35,1,5,7,1,278.98,278.98,2024-06-26,0,3,,0,2024-07-08
1263,35,8,5,7,1,278.98,278.98,2024-06-12,0,7,2024-07-03,1,2024-06-30
1264,35,4,5,7,7,278.98,1952.86,2024-06-17,0,2,2024-06-30,0,2024-06-30
1265,35,1,5,7,2,278.98,557.96,2024-06-21,0,2,2024-07-02,0,2024-07-03
1266,35,1,5,7,2,278.98,557.96,2024-07-04,1,2,,0,2024-07-16
1267,35,6,5,7,1,278.98,278.98,2024-06-22,1,1,,0,2024-07-09
1268,35,4,5,7,1,278.98,278.98,2024-06-13,0,1,,1,2024-06-26
1269,35,6,5,7,2,278.98,557.96,2024-06-18,1,6,,1,2024-07-05
1270,35,6,5,7,1,278.98,278.98,2024-06-12,0,2,2024-06-30,1,2024-06-29
1271,35,4,5,7,2,278.98,557.96,2024-06-29,0,6,,0,2024-07-12
1272,35,4,5,7,1,278.98,278.98,2024-06-08,1,1,,1,2024-06-21
1273,35,4,5,7,1,278.98,278.98,2024-06-25,0,5,,0,2024-07-08
1274,35,1,5,7,1,278.98,278.98,2024-06-13,0,7,2024-06-26,1,2024-06-25
1275,35,1,5,7,1,278.98,278.98,2024-06-13,0,2,2024-06-23,0,2024-06-25
1276,35,6,5,7,1,278.98,278.98,2024-06-16,0,2,,1,2024-07-03
1277,35,6,5,7,1,278.98,278.98,2024-06-24,1,2,,0,2024-07-11
1278,35,6,5,7,1,278.98,278.98,2024-06-19,0,5,2024-06-30,0,2024-07-06
1279,35,8,5,7,1,278.98,278.98,2024-06-24,0,4,2024-07-01,0,2024-07-12
1280,35,1,5,7,2,278.98,557.96,2024-06-27,0,4,2024-07-05,0,2024-07-09
1281,35,4,5,7,4,278.98,1115.92,2024-06-13,0,2,2024-06-20,0,2024-06-26
1282,35,1,5,7,1,278.98,278.98,2024-06-19,0,6,2024-06-27,0,2024-07-01
1283,35,4,5,7,1,278.98,278.98,2024-06-25,0,2,,0,2024-07-08
1284,36,5,6,1,5,437.16,2185.8,2024-06-24,0,8,2024-06-29,0,2024-07-07
1285,36,8,6,1,4,437.16,1748.64,2024-06-23,0,1,2024-07-04,0,2024-07-12
1286,36,7,6,1,3,437.16,1311.48,2024-06-20,0,2,2024-07-03,0,2024-07-07
1287,36,10,6,1,4,437.16,1748.64,2024-07-04,1,2,,0,2024-07-16
1288,36,7,6,1,2,437.16,874.32,2024-06-07,0,2,2024-06-25,1,2024-06-24
1289,36,7,6,1,1,437.16,437.16,2024-06-17,0,7,,1,2024-07-04
1290,36,7,6,1,1,437.16,437.16,2024-06-25,0,2,2024-06-30,0,2024-07-12
1291,36,10,6,1,3,437.16,1311.48,2024-06-21,0,4,,1,2024-07-03
1292,36,10,6,1,2,437.16,874.32,2024-06-12,0,2,2024-06-24,0,2024-06-24
1293,36,10,6,1,1,437.16,437.16,2024-06-14,0,2,,1,2024-06-26
1294,36,10,6,1,1,437.16,437.16,2024-06-21,0,2,,1,2024-07-03
1295,36,5,6,1,3,437.16,1311.48,2024-06-30,0,2,,0,2024-07-13
1296,36,10,6,1,3,437.16,1311.48,2024-06-14,0,1,2024-06-25,0,2024-06-26
1297,36,5,6,1,7,437.16,3060.12,2024-06-15,0,2,2024-06-28,0,2024-06-28
1298,36,5,6,1,1,437.16,437.16,2024-06-28,0,8,,0,2024-07-11
1299,36,8,6,1,1,437.16,437.16,2024-06-14,0,3,2024-07-03,0,2024-07-03
1300,36,7,6,1,2,437.16,874.32,2024-06-30,1,6,,0,2024-07-17
1301,36,8,6,1,2,437.16,874.32,2024-06-12,0,2,2024-06-26,0,2024-07-01
1302,36,5,6,1,1,437.16,437.16,2024-06-09,0,3,2024-06-18,0,2024-06-22
1303,36,10,6,1,3,437.16,1311.48,2024-06-27,1,2,,0,2024-07-09
1304,36,10,6,1,2,437.16,874.32,2024-06-27,0,2,,0,2024-07-09
1305,36,10,6,1,1,437.16,437.16,2024-07-03,0,3,,0,2024-07-15
1306,36,8,6,1,2,437.16,874.32,2024-06-09,0,1,2024-06-28,0,2024-06-28
1307,36,8,6,1,3,437.16,1311.48,2024-06-25,0,2,,0,2024-07-14
1308,36,5,6,1,2,437.16,874.32,2024-06-29,0,2,,0,2024-07-12
1309,36,7,6,1,3,437.16,1311.48,2024-06-05,0,1,2024-06-17,0,2024-06-22
1310,36,8,6,1,2,437.16,874.32,2024-06-09,1,2,,1,2024-06-28
1311,36,7,6,1,2,437.16,874.32,2024-06-16,1,8,,1,2024-07-03
1312,36,5,6,1,2,437.16,874.32,2024-06-29,0,2,,0,2024-07-12
1313,37,7,6,2,15,437.16,6557.4,2024-06-17,0,8,2024-06-28,0,2024-06-28
1314,37,10,6,2,38,437.16,16612.08,2024-06-22,1,8,2024-06-25,0,2024-06-25
1315,37,8,6,2,24,437.16,10491.84,2024-06-30,0,5,,0,2024-10-08
1316,38,10,6,3,1,437.16,437.16,2024-06-16,0,7,2024-06-18,0,2024-07-01
1317,38,7,6,3,1,437.16,437.16,2024-06-26,1,1,,0,2024-07-12
1318,38,5,6,3,1,437.16,437.16,2024-07-01,0,7,,0,2024-07-21
1319,38,5,6,3,1,437.16,437.16,2024-06-20,0,2,2024-07-05,0,2024-07-10
1320,38,7,6,3,1,437.16,437.16,2024-06-09,0,1,2024-06-25,0,2024-06-25
1321,38,8,6,3,1,437.16,437.16,2024-06-15,0,6,2024-07-02,0,2024-07-03
1322,38,7,6,3,2,437.16,874.32,2024-06-27,1,2,2024-07-05,0,2024-07-13
1323,38,7,6,3,2,437.16,874.32,2024-06-25,1,2,2024-07-03,0,2024-07-11
1324,38,5,6,3,1,437.16,437.16,2024-06-22,0,7,2024-07-05,0,2024-07-12
1325,38,5,6,3,1,437.16,437.16,2024-06-19,0,2,2024-06-28,0,2024-07-09
1326,38,7,6,3,1,437.16,437.16,2024-06-05,0,4,2024-06-12,0,2024-06-21
1327,38,7,6,3,1,437.16,437.16,2024-06-29,0,7,,0,2024-07-15
1328,38,10,6,3,1,437.16,437.16,2024-06-21,0,3,,0,2024-07-06
1329,38,7,6,3,1,437.16,437.16,2024-06-24,1,1,,0,2024-07-10
1330,38,8,6,3,1,437.16,437.16,2024-06-09,1,2,,1,2024-06-27
1331,38,8,6,3,1,437.16,437.16,2024-06-20,0,2,2024-07-03,0,2024-07-08
1332,38,8,6,3,2,437.16,874.32,2024-06-06,0,2,2024-06-13,0,2024-06-24
