OrderStatusID,OrderID,StatusCode,StatusDate,is_current,is_open
4024,1220,P,2024-06-17,0,True
4025,1220,AS,2024-06-21,0,True
4026,1220,D,2024-06-27,1,False
4027,1221,P,2024-06-14,0,True
4028,1221,AS,2024-06-16,0,True
4029,1221,D,2024-06-22,1,False
4030,1222,P,2024-06-27,0,True
4031,1222,BA,2024-06-28,0,True
4032,1222,AS,2024-06-30,1,True
4034,1223,P,2024-06-05,0,True
4035,1223,AS,2024-06-07,0,True
4036,1223,D,2024-06-17,1,False
4037,1224,P,2024-06-27,0,True
4038,1224,BA,2024-06-30,0,True
4039,1224,AS,2024-07-03,1,True
4041,1225,P,2024-06-18,0,True
4042,1225,BZ,2024-06-23,0,True
4043,1225,BV,2024-06-24,0,True
4044,1225,D,2024-06-30,1,False
4045,1226,P,2024-06-06,0,True
4046,1226,AS,2024-06-08,0,True
4047,1226,D,2024-06-13,1,False
4048,1227,P,2024-06-26,0,True
4049,1227,BA,2024-06-29,0,True
4050,1227,D,2024-06-30,1,False
4051,1228,P,2024-06-30,0,True
4052,1228,BA,2024-07-03,1,True
4055,1229,P,2024-06-30,0,True
4056,1229,AS,2024-07-03,1,True
4058,1230,P,2024-06-06,0,True
4059,1230,BV,2024-06-12,0,True
4060,1230,D,2024-06-29,1,False
4061,1231,P,2024-07-03,1,True
4064,1232,P,2024-06-21,0,True
4065,1232,AS,2024-06-24,0,True
4066,1232,D,2024-07-05,1,False
4067,1233,P,2024-06-05,0,True
4068,1233,BZ,2024-06-07,0,True
4069,1233,BV,2024-06-19,0,True
4070,1233,D,2024-07-04,1,False
4071,1234,P,2024-06-06,0,True
4072,1234,BA,2024-06-08,0,True
4073,1234,AS,2024-06-11,0,True
4074,1234,D,2024-06-12,1,False
4075,1235,P,2024-07-01,0,True
4076,1235,BA,2024-07-04,1,True
4079,1236,P,2024-06-07,0,True
4080,1236,BA,2024-06-11,0,True
4081,1236,AS,2024-06-14,0,True
4082,1236,D,2024-06-15,1,False
4083,1237,P,2024-06-10,0,True
4084,1237,BA,2024-06-15,0,True
4085,1237,AS,2024-06-19,0,True
4086,1237,D,2024-07-01,1,False
4087,1238,P,2024-06-21,0,True
4088,1238,BV,2024-06-26,1,True
4091,1239,P,2024-06-29,0,True
4092,1239,BA,2024-07-03,0,True
4093,1239,D,2024-07-05,1,False
4094,1240,P,2024-06-19,0,True
4095,1240,AS,2024-06-23,0,True
4096,1240,D,2024-07-03,1,False
4097,1241,P,2024-06-07,0,True
4098,1241,AS,2024-06-12,0,True
4099,1241,D,2024-06-18,1,False
4100,1242,P,2024-06-16,0,True
4101,1242,BR,2024-06-19,1,False
4102,1243,P,2024-06-13,0,True
4103,1243,BA,2024-06-14,0,True
4104,1243,AS,2024-06-17,0,True
4105,1243,D,2024-06-23,1,False
4106,1244,P,2024-07-01,0,True
4107,1244,AS,2024-07-04,1,True
4109,1245,P,2024-06-18,0,True
4110,1245,AS,2024-06-23,0,True
4111,1245,D,2024-06-30,1,False
4112,1246,P,2024-06-19,0,True
4113,1246,BR,2024-06-25,1,False
4114,1247,P,2024-06-22,0,True
4115,1247,AS,2024-06-27,1,True
4117,1248,P,2024-06-20,0,True
4118,1248,BR,2024-06-23,1,False
4119,1249,P,2024-06-16,0,True
4120,1249,BV,2024-06-17,0,True
4121,1249,D,2024-06-27,1,False
4122,1250,P,2024-06-16,0,True
4123,1250,BA,2024-06-19,0,True
4124,1250,AS,2024-06-21,0,True
4125,1250,D,2024-06-26,1,False
4126,1251,P,2024-06-13,0,True
4127,1251,BB,2024-06-14,0,True
4128,1251,BR,2024-07-01,1,False
4129,1252,P,2024-06-26,0,True
4130,1252,BB,2024-06-29,1,True
4133,1253,P,2024-06-09,0,True
4134,1253,AS,2024-06-12,0,True
4135,1253,D,2024-06-16,1,False
4136,1254,P,2024-06-22,0,True
4137,1254,AS,2024-06-27,0,True
4138,1254,D,2024-07-03,1,False
4139,1255,P,2024-06-10,0,True
4140,1255,BA,2024-06-13,0,True
4141,1255,AS,2024-06-14,0,True
4142,1255,D,2024-06-21,1,False
4143,1256,P,2024-06-18,0,True
4144,1256,BD,2024-06-20,0,True
4145,1256,BR,2024-07-02,1,False
4146,1257,P,2024-06-16,0,True
4147,1257,BA,2024-06-19,0,True
4148,1257,AS,2024-06-23,0,True
4149,1257,D,2024-07-02,1,False
4150,1258,P,2024-06-15,0,True
4151,1258,AS,2024-06-20,0,True
4152,1258,D,2024-06-22,1,False
4153,1259,P,2024-06-11,0,True
4154,1259,AS,2024-06-13,0,True
4155,1259,D,2024-06-25,1,False
4156,1260,P,2024-06-11,0,True
4157,1260,BR,2024-06-17,1,False
4158,1261,P,2024-07-03,1,True
4161,1262,P,2024-06-26,0,True
4162,1262,AS,2024-06-29,1,True
4164,1263,P,2024-06-12,0,True
4165,1263,BD,2024-06-15,0,True
4166,1263,BV,2024-06-19,0,True
4167,1263,D,2024-07-03,1,False
4168,1264,P,2024-06-17,0,True
4169,1264,AS,2024-06-22,0,True
4170,1264,D,2024-06-30,1,False
4171,1265,P,2024-06-21,0,True
4172,1265,AS,2024-06-24,0,True
4173,1265,D,2024-07-02,1,False
4174,1266,P,2024-07-04,1,True
4178,1267,P,2024-06-22,0,True
4179,1267,AS,2024-06-25,1,True
4181,1268,P,2024-06-13,0,True
4182,1268,BR,2024-06-16,1,False
4183,1269,P,2024-06-18,0,True
4184,1269,BA,2024-06-23,0,True
4185,1269,AS,2024-06-27,1,True
4187,1270,P,2024-06-12,0,True
4188,1270,BA,2024-06-18,0,True
4189,1270,AS,2024-06-23,0,True
4190,1270,D,2024-06-30,1,False
4191,1271,P,2024-06-29,0,True
4192,1271,AS,2024-07-02,0,True
4193,1271,BR,2024-07-05,1,False
4194,1272,P,2024-06-08,0,True
4195,1272,BB,2024-06-13,0,True
4196,1272,BA,2024-07-01,0,True
4197,1272,AS,2024-07-04,1,True
4199,1273,P,2024-06-25,0,True
4200,1273,BR,2024-06-26,1,False
4201,1274,P,2024-06-13,0,True
4202,1274,BB,2024-06-14,0,True
4203,1274,AS,2024-06-22,0,True
4204,1274,D,2024-06-26,1,False
4205,1275,P,2024-06-13,0,True
4206,1275,AS,2024-06-16,0,True
4207,1275,D,2024-06-23,1,False
4208,1276,P,2024-06-16,0,True
4209,1276,BB,2024-06-19,0,True
4210,1276,BR,2024-06-29,1,False
4211,1277,P,2024-06-24,0,True
4212,1277,BA,2024-06-28,0,True
4213,1277,AS,2024-07-01,1,True
4215,1278,P,2024-06-19,0,True
4216,1278,AS,2024-06-23,0,True
4217,1278,D,2024-06-30,1,False
4218,1279,P,2024-06-24,0,True
4219,1279,BA,2024-06-27,0,True
4220,1279,AS,2024-06-30,0,True
4221,1279,D,2024-07-01,1,False
4222,1280,P,2024-06-27,0,True
4223,1280,AS,2024-06-29,0,True
4224,1280,D,2024-07-05,1,False
4225,1281,P,2024-06-13,0,True
4226,1281,AS,2024-06-14,0,True
4227,1281,D,2024-06-20,1,False
4228,1282,P,2024-06-19,0,True
4229,1282,AS,2024-06-22,0,True
4230,1282,D,2024-06-27,1,False
4231,1283,P,2024-06-25,0,True
4232,1283,AS,2024-06-30,1,True
4234,1284,P,2024-06-24,0,True
4235,1284,AS,2024-06-28,0,True
4236,1284,D,2024-06-29,1,False
4237,1285,P,2024-06-23,0,True
4238,1285,AS,2024-06-27,0,True
4239,1285,D,2024-07-04,1,False
4240,1286,P,2024-06-20,0,True
4241,1286,AS,2024-06-23,0,True
4242,1286,D,2024-07-03,1,False
4243,1287,P,2024-07-04,1,True
4247,1288,P,2024-06-07,0,True
4248,1288,AS,2024-06-11,0,True
4249,1288,D,2024-06-25,1,False
4250,1289,P,2024-06-17,0,True
4251,1289,AS,2024-06-18,0,True
4252,1289,BR,2024-06-27,1,False
4253,1290,P,2024-06-25,0,True
4254,1290,BA,2024-06-28,0,True
4255,1290,AS,2024-06-29,0,True
4256,1290,D,2024-06-30,1,False
4257,1291,P,2024-06-21,0,True
4258,1291,AS,2024-06-24,1,True
4260,1292,P,2024-06-12,0,True
4261,1292,AS,2024-06-15,0,True
4262,1292,D,2024-06-24,1,False
4263,1293,P,2024-06-14,0,True
4264,1293,BA,2024-06-18,0,True
4265,1293,AS,2024-06-23,1,True
4267,1294,P,2024-06-21,0,True
4268,1294,AS,2024-06-26,1,True
4270,1295,P,2024-06-30,0,True
4271,1295,AS,2024-07-02,1,True
4273,1296,P,2024-06-14,0,True
4274,1296,AS,2024-06-17,0,True
4275,1296,D,2024-06-25,1,False
4276,1297,P,2024-06-15,0,True
4277,1297,AS,2024-06-19,0,True
4278,1297,D,2024-06-28,1,False
4279,1298,P,2024-06-28,0,True
4280,1298,AS,2024-07-02,1,True
4282,1299,P,2024-06-14,0,True
4283,1299,BB,2024-06-16,0,True
4284,1299,AS,2024-06-26,0,True
4285,1299,D,2024-07-03,1,False
4286,1300,P,2024-06-30,0,True
4287,1300,BB,2024-07-03,1,True
4291,1301,P,2024-06-12,0,True
4292,1301,AS,2024-06-17,0,True
4293,1301,D,2024-06-26,1,False
4294,1302,P,2024-06-09,0,True
4295,1302,AS,2024-06-11,0,True
4296,1302,D,2024-06-18,1,False
4297,1303,P,2024-06-27,0,True
4298,1303,BA,2024-06-30,0,True
4299,1303,AS,2024-07-02,1,True
4301,1304,P,2024-06-27,0,True
4302,1304,AS,2024-06-30,1,True
4304,1305,P,2024-07-03,1,True
4307,1306,P,2024-06-09,0,True
4308,1306,AS,2024-06-14,0,True
4309,1306,D,2024-06-28,1,False
4310,1307,P,2024-06-25,0,True
4311,1307,AS,2024-06-26,1,True
4313,1308,P,2024-06-29,0,True
4314,1308,AS,2024-07-02,1,True
4316,1309,P,2024-06-05,0,True
4317,1309,AS,2024-06-08,0,True
4318,1309,D,2024-06-17,1,False
4319,1310,P,2024-06-09,0,True
4320,1310,BR,2024-06-13,1,False
4321,1311,P,2024-06-16,0,True
4322,1311,BB,2024-06-18,1,True
4325,1312,P,2024-06-29,0,True
4326,1312,BR,2024-06-30,1,False
4327,1313,P,2024-06-17,0,True
4328,1313,AS,2024-06-22,0,True
4329,1313,D,2024-06-28,1,False
4330,1314,P,2024-06-22,0,True
4331,1314,AS,2024-06-23,0,True
4332,1314,D,2024-06-25,1,False
4333,1315,P,2024-06-30,0,True
4334,1315,AS,2024-07-04,1,True
4336,1316,P,2024-06-16,0,True
4337,1316,BA,2024-06-17,0,True
4338,1316,D,2024-06-18,1,False
4339,1317,P,2024-06-26,0,True
4340,1317,AS,2024-06-30,1,True
4342,1318,P,2024-07-01,0,True
4343,1318,AS,2024-07-04,1,True
4345,1319,P,2024-06-20,0,True
4346,1319,BA,2024-06-25,0,True
4347,1319,AS,2024-06-27,0,True
4348,1319,D,2024-07-05,1,False
4349,1320,P,2024-06-09,0,True
4350,1320,AS,2024-06-12,0,True
4351,1320,D,2024-06-25,1,False
4352,1321,P,2024-06-15,0,True
4353,1321,AS,2024-06-19,0,True
4354,1321,D,2024-07-02,1,False
4355,1322,P,2024-06-27,0,True
4356,1322,BV,2024-06-28,0,True
4357,1322,D,2024-07-05,1,False
4358,1323,P,2024-06-25,0,True
4359,1323,BA,2024-06-28,0,True
4360,1323,AS,2024-07-02,0,True
4361,1323,D,2024-07-03,1,False
4362,1324,P,2024-06-22,0,True
4363,1324,BA,2024-06-25,0,True
4364,1324,AS,2024-06-27,0,True
4365,1324,D,2024-07-05,1,False
4366,1325,P,2024-06-19,0,True
4367,1325,AS,2024-06-24,0,True
4368,1325,D,2024-06-28,1,False
4369,1326,P,2024-06-05,0,True
4370,1326,AS,2024-06-08,0,True
4371,1326,D,2024-06-12,1,False
4372,1327,P,2024-06-29,0,True
4373,1327,BA,2024-07-01,0,True
4374,1327,AS,2024-07-03,1,True
4376,1328,P,2024-06-21,0,True
4377,1328,AS,2024-06-24,1,True
4379,1329,P,2024-06-24,0,True
4380,1329,BA,2024-06-29,0,True
4381,1329,AS,2024-07-02,1,True
4383,1330,P,2024-06-09,0,True
4384,1330,BB,2024-06-12,1,True
4388,1331,P,2024-06-20,0,True
4389,1331,AS,2024-06-25,0,True
4390,1331,D,2024-07-03,1,False
4391,1332,P,2024-06-06,0,True
4392,1332,AS,2024-06-08,0,True
4393,1332,D,2024-06-13,1,False
4394,1333,P,2024-06-06,0,True
4395,1333,BA,2024-06-08,0,True
4396,1333,AS,2024-06-11,0,True
4397,1333,BR,2024-06-24,1,False
4398,1334,P,2024-06-18,0,True
4399,1334,BV,2024-06-24,0,True
4400,1334,BR,2024-06-27,1,False
4401,1335,P,2024-06-13,0,True
4402,1335,AS,2024-06-14,0,True
4403,1335,D,2024-06-28,1,False
4404,1336,P,2024-06-24,0,True
4405,1336,AS,2024-06-25,0,True
4406,1336,D,2024-06-26,1,False
4407,1337,P,2024-06-10,0,True
4408,1337,AS,2024-06-14,0,True
4409,1337,D,2024-06-18,1,False
4410,1338,P,2024-06-21,0,True
4411,1338,AS,2024-06-25,0,True
4412,1338,D,2024-07-01,1,False
4413,1339,P,2024-06-27,0,True
4414,1339,AS,2024-07-01,1,True
4416,1340,P,2024-06-29,0,True
4417,1340,AS,2024-07-01,1,True
4419,1341,P,2024-06-27,0,True
4420,1341,BA,2024-07-02,0,True
4421,1341,AS,2024-07-05,1,True
4423,1342,P,2024-06-07,0,True
4424,1342,AS,2024-06-08,0,True
4425,1342,D,2024-06-16,1,False
4426,1343,P,2024-06-08,0,True
4427,1343,AS,2024-06-12,0,True
4428,1343,BR,2024-06-19,1,False
4429,1344,P,2024-06-19,0,True
4430,1344,AS,2024-06-25,1,True
4432,1345,P,2024-06-16,0,True
4433,1345,AS,2024-06-22,0,True
4434,1345,D,2024-07-04,1,False
4435,1346,P,2024-06-19,0,True
4436,1346,AS,2024-06-24,0,True
4437,1346,D,2024-07-05,1,False
4438,1347,P,2024-06-27,0,True
4439,1347,BA,2024-07-02,0,True
4440,1347,AS,2024-07-03,1,True
4442,1348,P,2024-06-06,0,True
4443,1348,BA,2024-06-08,0,True
4444,1348,AS,2024-06-12,0,True
4445,1348,D,2024-06-14,1,False
4446,1349,P,2024-06-10,0,True
4447,1349,AS,2024-06-15,0,True
4448,1349,D,2024-06-16,1,False
4449,1350,P,2024-06-15,0,True
4450,1350,BB,2024-06-22,1,True
4453,1351,P,2024-06-12,0,True
4454,1351,BA,2024-06-19,0,True
4455,1351,AS,2024-06-22,0,True
4456,1351,D,2024-07-03,1,False
4457,1352,P,2024-06-06,0,True
4458,1352,AS,2024-06-10,0,True
4459,1352,D,2024-06-23,1,False
4460,1353,P,2024-06-09,0,True
4461,1353,BZ,2024-06-12,0,True
4462,1353,BV,2024-06-17,0,True
4463,1353,D,2024-06-24,1,False
4464,1354,P,2024-06-17,0,True
4465,1354,BR,2024-06-21,1,False
4466,1355,P,2024-06-29,0,True
4467,1355,BA,2024-07-01,0,True
4468,1355,AS,2024-07-03,1,True
4470,1356,P,2024-06-05,0,True
4471,1356,AS,2024-06-07,0,True
4472,1356,D,2024-06-13,1,False
4473,1357,P,2024-06-15,0,True
4474,1357,AS,2024-06-17,0,True
4475,1357,D,2024-06-26,1,False
4476,1358,P,2024-06-06,0,True
4477,1358,AS,2024-06-08,0,True
4478,1358,D,2024-06-14,1,False
4479,1359,P,2024-06-20,0,True
4480,1359,AS,2024-06-25,1,True
4482,1360,P,2024-06-23,0,True
4483,1360,BA,2024-06-28,0,True
4484,1360,AS,2024-06-30,1,True
4486,1361,P,2024-06-21,0,True
4487,1361,BB,2024-06-23,0,True
4488,1361,BR,2024-06-29,1,False
4489,1362,P,2024-06-27,0,True
4490,1362,BR,2024-06-30,1,False
4491,1363,P,2024-06-10,0,True
4492,1363,AS,2024-06-11,0,True
4493,1363,D,2024-06-16,1,False
4494,1364,P,2024-06-08,0,True
4495,1364,AS,2024-06-11,0,True
4496,1364,D,2024-06-22,1,False
4497,1365,P,2024-06-10,0,True
4498,1365,AS,2024-06-13,0,True
4499,1365,D,2024-06-27,1,False
4500,1366,P,2024-06-29,0,True
4501,1366,AS,2024-07-01,1,True
4503,1367,P,2024-06-24,0,True
4504,1367,AS,2024-06-29,1,True
4506,1368,P,2024-06-15,0,True
4507,1368,AS,2024-06-19,0,True
4508,1368,D,2024-06-29,1,False
4509,1369,P,2024-06-23,0,True
4510,1369,AS,2024-06-24,1,True
4512,1370,P,2024-06-26,0,True
4513,1370,BB,2024-06-27,1,True
4516,1371,P,2024-06-15,0,True
4517,1371,AS,2024-06-20,0,True
4518,1371,D,2024-06-28,1,False
4519,1372,P,2024-06-18,0,True
4520,1372,BA,2024-06-24,0,True
4521,1372,AS,2024-06-25,0,True
4522,1372,D,2024-07-03,1,False
4523,1373,P,2024-06-25,0,True
4524,1373,AS,2024-06-29,1,True
4526,1374,P,2024-06-27,0,True
4527,1374,AS,2024-06-29,1,True
4529,1375,P,2024-06-24,0,True
4530,1375,BA,2024-06-26,0,True
4531,1375,AS,2024-06-28,0,True
4532,1375,D,2024-07-04,1,False
4533,1376,P,2024-06-09,0,True
4534,1376,AS,2024-06-12,0,True
4535,1376,D,2024-06-22,1,False
4536,1377,P,2024-06-29,0,True
4537,1377,AS,2024-06-30,1,True
4539,1378,P,2024-06-25,0,True
4540,1378,AS,2024-06-30,1,True
4542,1379,P,2024-06-13,0,True
4543,1379,BA,2024-06-14,0,True
4544,1379,AS,2024-06-17,0,True
4545,1379,D,2024-07-03,1,False
4546,1380,P,2024-06-09,0,True
4547,1380,AS,2024-06-12,0,True
4548,1380,D,2024-06-23,1,False
4549,1381,P,2024-06-07,0,True
4550,1381,AS,2024-06-09,0,True
4551,1381,D,2024-06-27,1,False
4552,1382,P,2024-06-11,0,True
4553,1382,AS,2024-06-14,0,True
4554,1382,D,2024-06-19,1,False
4555,1383,P,2024-06-20,0,True
4556,1383,BD,2024-06-22,0,True
4557,1383,BB,2024-06-29,1,True
4560,1384,P,2024-06-10,0,True
4561,1384,AS,2024-06-14,0,True
4562,1384,D,2024-06-22,1,False
4563,1385,P,2024-06-05,0,True
4564,1385,AS,2024-06-07,0,True
4565,1385,D,2024-06-19,1,False
4566,1386,P,2024-06-22,0,True
4567,1386,AS,2024-06-25,1,True
4569,1387,P,2024-06-28,0,True
4570,1387,AS,2024-07-02,0,True
4571,1387,D,2024-07-03,1,False
4572,1388,P,2024-06-12,0,True
4573,1388,AS,2024-06-17,0,True
4574,1388,BR,2024-07-02,1,False
4575,1389,P,2024-06-30,0,True
4576,1389,BA,2024-07-05,1,True
4579,1390,P,2024-06-12,0,True
4580,1390,AS,2024-06-14,0,True
4581,1390,BR,2024-06-20,1,False
4582,1391,P,2024-07-04,1,True
4586,1392,P,2024-07-01,0,True
4587,1392,AS,2024-07-03,1,True
4589,1393,P,2024-06-27,0,True
4590,1393,AS,2024-06-30,1,True
4592,1394,P,2024-06-24,0,True
4593,1394,BA,2024-06-28,0,True
4594,1394,AS,2024-06-30,0,True
4595,1394,D,2024-07-05,1,False
4596,1395,P,2024-07-01,1,True
4599,1396,P,2024-06-23,0,True
4600,1396,AS,2024-06-24,0,True
4601,1396,D,2024-07-05,1,False
4602,1397,P,2024-06-28,0,True
4603,1397,AS,2024-07-04,1,True
4605,1398,P,2024-06-23,0,True
4606,1398,BA,2024-06-28,0,True
4607,1398,AS,2024-07-01,0,True
4608,1398,D,2024-07-02,1,False
4609,1399,P,2024-06-25,0,True
4610,1399,AS,2024-06-27,1,True
4612,1400,P,2024-06-08,0,True
4613,1400,BA,2024-06-11,0,True
4614,1400,AS,2024-06-16,0,True
4615,1400,D,2024-06-29,1,False
4616,1401,P,2024-06-17,0,True
4617,1401,AS,2024-06-19,0,True
4618,1401,D,2024-06-21,1,False
4619,1402,P,2024-06-22,0,True
4620,1402,AS,2024-06-28,1,True
4622,1403,P,2024-06-06,0,True
4623,1403,AS,2024-06-08,0,True
4624,1403,D,2024-06-15,1,False
4625,1404,P,2024-06-20,0,True
4626,1404,AS,2024-06-22,0,True
4627,1404,D,2024-06-30,1,False
4628,1405,P,2024-06-06,0,True
4629,1405,AS,2024-06-08,0,True
4630,1405,D,2024-06-15,1,False
4631,1406,P,2024-06-28,0,True
4632,1406,AS,2024-07-04,1,True
4634,1407,P,2024-06-07,0,True
4635,1407,BB,2024-06-08,0,True
4636,1407,AS,2024-06-13,0,True
4637,1407,D,2024-06-22,1,False
4638,1408,P,2024-06-29,0,True
4639,1408,AS,2024-07-02,1,True
4641,1409,P,2024-06-11,0,True
4642,1409,BB,2024-06-16,0,True
4643,1409,AS,2024-07-03,1,True
4645,1410,P,2024-06-08,0,True
4646,1410,AS,2024-06-14,0,True
4647,1410,D,2024-06-20,1,False
4648,1411,P,2024-07-03,1,True
4651,1412,P,2024-07-02,0,True
4652,1412,AS,2024-07-05,1,True
4654,1413,P,2024-06-22,0,True
4655,1413,AS,2024-06-26,0,True
4656,1413,D,2024-07-02,1,False
4657,1414,P,2024-06-22,0,True
4658,1414,BA,2024-06-28,0,True
4659,1414,D,2024-06-30,1,False
4660,1415,P,2024-06-18,0,True
4661,1415,BB,2024-06-22,1,True
4664,1416,P,2024-06-14,0,True
4665,1416,BD,2024-06-17,0,True
4666,1416,BB,2024-06-24,1,True
4669,1417,P,2024-06-07,0,True
4670,1417,AS,2024-06-10,0,True
4671,1417,D,2024-06-23,1,False
4672,1418,P,2024-06-23,0,True
4673,1418,BA,2024-06-26,0,True
4674,1418,AS,2024-06-28,1,True
4676,1419,P,2024-06-14,0,True
4677,1419,BB,2024-06-18,1,True
4681,1420,P,2024-06-11,0,True
4682,1420,BA,2024-06-16,0,True
4683,1420,AS,2024-06-18,0,True
4684,1420,D,2024-06-22,1,False
4685,1421,P,2024-06-07,0,True
4686,1421,BA,2024-06-09,0,True
4687,1421,AS,2024-06-12,0,True
4688,1421,D,2024-06-23,1,False
4689,1422,P,2024-06-17,0,True
4690,1422,AS,2024-06-24,0,True
4691,1422,D,2024-07-04,1,False
4692,1423,P,2024-06-13,0,True
4693,1423,BV,2024-06-15,0,True
4694,1423,BR,2024-06-27,1,False
4695,1424,P,2024-06-29,0,True
4696,1424,BA,2024-06-30,0,True
4697,1424,AS,2024-07-03,1,True
4699,1425,P,2024-06-08,0,True
4700,1425,AS,2024-06-10,0,True
4701,1425,D,2024-06-12,1,False
4702,1426,P,2024-06-26,0,True
4703,1426,AS,2024-06-29,1,True
4705,1427,P,2024-06-23,0,True
4706,1427,AS,2024-06-26,1,True
4708,1428,P,2024-06-19,0,True
4709,1428,AS,2024-06-23,0,True
4710,1428,D,2024-07-02,1,False
4711,1429,P,2024-06-16,0,True
4712,1429,BA,2024-06-19,0,True
4713,1429,AS,2024-06-20,0,True
4714,1429,D,2024-07-02,1,False
4715,1430,P,2024-06-21,0,True
4716,1430,BA,2024-06-23,0,True
4717,1430,AS,2024-06-26,0,True
4718,1430,D,2024-07-01,1,False
4719,1431,P,2024-06-30,0,True
4720,1431,AS,2024-07-03,1,True
4722,1432,P,2024-06-24,0,True
4723,1432,AS,2024-06-27,0,True
4724,1432,D,2024-06-28,1,False
4725,1433,P,2024-06-27,0,True
4726,1433,BA,2024-07-01,0,True
4727,1433,AS,2024-07-03,1,True
4729,1434,P,2024-06-11,0,True
4730,1434,AS,2024-06-17,0,True
4731,1434,D,2024-06-30,1,False
4732,1435,P,2024-06-27,0,True
4733,1435,BA,2024-06-29,0,True
4734,1435,BR,2024-07-02,1,False
4735,1436,P,2024-06-29,0,True
4736,1436,AS,2024-07-03,1,True
4738,1437,P,2024-07-02,1,True
4742,1438,P,2024-06-15,0,True
4743,1438,BA,2024-06-19,0,True
4744,1438,AS,2024-06-21,0,True
4745,1438,D,2024-07-03,1,False
4746,1439,P,2024-06-25,0,True
4747,1439,AS,2024-06-29,1,True
4749,1440,P,2024-06-09,0,True
4750,1440,BA,2024-06-12,0,True
4751,1440,AS,2024-06-13,0,True
4752,1440,D,2024-06-20,1,False
4753,1441,P,2024-06-20,0,True
4754,1441,AS,2024-06-24,0,True
4755,1441,D,2024-06-25,1,False
4756,1442,P,2024-06-06,0,True
4757,1442,AS,2024-06-08,0,True
4758,1442,D,2024-06-16,1,False
4759,1443,P,2024-06-26,0,True
4760,1443,BD,2024-07-01,1,True
4764,1444,P,2024-07-01,0,True
4765,1444,AS,2024-07-05,1,True
4767,1445,P,2024-07-02,0,True
4768,1445,BA,2024-07-04,1,True
4771,1446,P,2024-07-01,1,True
4774,1447,P,2024-06-05,0,True
4775,1447,AS,2024-06-08,0,True
4776,1447,D,2024-06-22,1,False
4777,1448,P,2024-06-10,0,True
4778,1448,AS,2024-06-14,0,True
4779,1448,D,2024-06-23,1,False
4780,1449,P,2024-06-09,0,True
4781,1449,BA,2024-06-14,0,True
4782,1449,AS,2024-06-17,0,True
4783,1449,D,2024-06-25,1,False
4784,1450,P,2024-06-12,0,True
4785,1450,BA,2024-06-16,0,True
4786,1450,AS,2024-06-18,0,True
4787,1450,D,2024-06-27,1,False
4788,1451,P,2024-06-09,0,True
4789,1451,AS,2024-06-15,0,True
4790,1451,D,2024-06-24,1,False
4791,1452,P,2024-06-09,0,True
4792,1452,AS,2024-06-12,0,True
4793,1452,D,2024-06-20,1,False
4794,1453,P,2024-06-15,0,True
4795,1453,AS,2024-06-17,0,True
4796,1453,D,2024-06-27,1,False
4797,1454,P,2024-06-22,0,True
4798,1454,BA,2024-06-26,0,True
4799,1454,AS,2024-06-29,1,True
4801,1455,P,2024-06-21,0,True
4802,1455,AS,2024-06-24,0,True
4803,1455,D,2024-06-25,1,False
4804,1456,P,2024-06-18,0,True
4805,1456,AS,2024-06-19,0,True
4806,1456,D,2024-06-28,1,False
4807,1457,P,2024-06-26,0,True
4808,1457,AS,2024-06-29,1,True
4810,1458,P,2024-06-12,0,True
4811,1458,AS,2024-06-15,0,True
4812,1458,D,2024-06-17,1,False
4813,1459,P,2024-07-02,0,True
4814,1459,AS,2024-07-03,0,True
4815,1459,D,2024-07-04,1,False
4816,1460,P,2024-06-06,0,True
4817,1460,AS,2024-06-10,0,True
4818,1460,BR,2024-06-19,1,False
4819,1461,P,2024-07-03,0,True
4820,1461,BV,2024-07-04,1,True
4823,1462,P,2024-06-07,0,True
4824,1462,AS,2024-06-10,0,True
4825,1462,D,2024-06-28,1,False
4826,1463,P,2024-06-28,0,True
4827,1463,AS,2024-06-29,1,True
4829,1464,P,2024-07-02,1,True
4832,1465,P,2024-06-25,0,True
4833,1465,BB,2024-07-01,1,True
4837,1466,P,2024-06-23,0,True
4838,1466,BA,2024-06-24,0,True
4839,1466,AS,2024-06-25,0,True
4840,1466,D,2024-07-03,1,False
4841,1467,P,2024-07-03,0,True
4842,1467,AS,2024-07-05,1,True
4844,1468,P,2024-06-09,0,True
4845,1468,AS,2024-06-13,0,True
4846,1468,D,2024-06-22,1,False
4847,1469,P,2024-07-03,0,True
4848,1469,BA,2024-07-05,1,True
4850,1470,P,2024-06-16,0,True
4851,1470,AS,2024-06-20,0,True
4852,1470,D,2024-06-25,1,False
4853,1471,P,2024-06-22,0,True
4854,1471,BA,2024-06-25,0,True
4855,1471,AS,2024-06-26,0,True
4856,1471,D,2024-06-27,1,False
4857,1472,P,2024-06-21,0,True
4858,1472,AS,2024-06-25,0,True
4859,1472,D,2024-06-30,1,False
4860,1473,P,2024-06-17,0,True
4861,1473,AS,2024-06-19,0,True
4862,1473,D,2024-06-30,1,False
4863,1474,P,2024-06-29,0,True
4864,1474,AS,2024-07-03,1,True
4866,1475,P,2024-07-02,0,True
4867,1475,AS,2024-07-04,1,True
4869,1476,P,2024-06-07,0,True
4870,1476,BA,2024-06-12,0,True
4871,1476,AS,2024-06-14,0,True
4872,1476,D,2024-06-19,1,False
4873,1477,P,2024-07-01,1,True
4876,1478,P,2024-06-20,0,True
4877,1478,BR,2024-06-22,1,False
